playlist_name,curator_name,curator_id,playlist_url,follower_count,track_count
CONTACTO NORTE CUMBIAS,Jerry,s7voe7vme84uxywqvllv59app,https://open.spotify.com/playlist/5flRdj03RmVsKUp30IoDRe,8001,43
BEST KPOP 2025 - TOP HITS,nbe3awe,11156981936,https://open.spotify.com/playlist/2EoheVFjqIxgJMb8VnDRtZ,391285,226
Javier Rosas y contacto norte ,Hestrella,31y6ph657fylkd7ig7mfhms37ole,https://open.spotify.com/playlist/7lfYZY56wSZUqcDRY7Wn1s,5278,11
Popular Christmas Songs ❄️🎄,Lauren,j56o61v49o50jtej2b9cqptjm,https://open.spotify.com/playlist/7l4sdtYsHVypensTVz8rb3,454519,87
emails i can’t send (clean),sarah kenny,500d9aqmo3bnaj3igu9k497la,https://open.spotify.com/playlist/1KVTCiS9jIm6EDS5Kris7a,1396,17
emails i cant send and short n sweet,aarya,31ad4zq3iwm7puham5ms267gxyq4,https://open.spotify.com/playlist/3xi1KKlXD2LMjGM2qPqHW6,951,28
emails I can’t send fwd 2023💌,ellua3,ellua3,https://open.spotify.com/playlist/3lwHZXqwP2JSerFvvUFMJo,458,17
emails i can’t send loop 🎧💌,😍🐆🎀,31tvlahlsqdexdiu6fi7i53y5tny,https://open.spotify.com/playlist/27XwhWwbBPCC4brygVwQmf,112,8192
Favorite EDM Dj's,lautaro clavell,31kzrjkeh5grqqhth7w5lixfkyla,https://open.spotify.com/playlist/5moHcFhdW4HEDD12t7A605,8303,76
i was a kid but i wasn't clueless,itslilia,0ssq3xnrl02e89oyab6swc7qz,https://open.spotify.com/playlist/4osQeI1e5TtFXNal4KUIgz,227,27
Heart & Soul Worship,Outreach Ministry,31rxzsmkym362xu34lxdhrkz2k24,https://open.spotify.com/playlist/7efCKDEBPYOWgK4wf9VJg3,10651,74
emails i can’t send,Sophie,ufj6xr2jgiwba47gafjxihrm1,https://open.spotify.com/playlist/6OsoBZeUnlIWc4khTVM5dH,228,53
Rockstar Lifestyle,Lisa Steve,31o5v37txckhyo37r5r4i3jqxlh4,https://open.spotify.com/playlist/0s4XMVHjcidAoL0Dm8CI4H,7439,72
Emails I Can't Send Tour Setlist,alex,iamalejandroc,https://open.spotify.com/playlist/7CirwQdNpgkXAniPS5UpGE,5940,18
emails i can't send fwd: 💌clean,🩵✨Lily :))✨🩵,31exdi5um53uvd3robz5q633dtqy,https://open.spotify.com/playlist/2hKizQ9Iz2uareIOZM6GvM,465,17
Living Waters,Solomon,31uhdkfi6lmhweukosbgqz3hwv7y,https://open.spotify.com/playlist/3cyl0nUwZ6OxhysvOCKnka,8805,73
Emails I Can’t Send & Short n’ Sweet 🫶🏻,jenn,jntgoffk94qh1d4kvf1j2pn3x,https://open.spotify.com/playlist/24DdPJwYkYtTmu23Yi5Q2m,222,29
EDM Festival,Jack south,31f7i62weqnaasfx6mikrwwpvehi,https://open.spotify.com/playlist/36Z9NyKQCWJZVkddzznmJL,8635,71
"Emails I can’t send, Short n’ Sweet & fruitcake",Gigi,31nypwbbbonk2usltkyvtjsqzbzi,https://open.spotify.com/playlist/5vo5NOeBDtcchWvoketRbX,529,40
emails i cant send and short n sweet (clean),aarya,31ad4zq3iwm7puham5ms267gxyq4,https://open.spotify.com/playlist/56VfQHr4ghD482lyC6mGqP,56,29
Tomorrowland ,lautaro clavell,31kzrjkeh5grqqhth7w5lixfkyla,https://open.spotify.com/playlist/10cUwOOEs4r7pnbsyou2ip,9645,66
DEEP HOUSE 2025 🌴 SUMMER MIX ,Magic Records,magicmusicsquad,https://open.spotify.com/playlist/31uSi3T52m00gqt4MwuZNM,911246,254
SUBMISSION🚌,Gentrit Hamza,p9noee3l128oxn7anss1te7zp,https://open.spotify.com/playlist/30bPmyufO3sNJrpICSUtey,119,381
LIL BABY HARDEST SONGS,Harrison Rodrigoe,ajsiculizlx023tx1gfpuyhy7,https://open.spotify.com/playlist/3KkBcSTsEQZrkMZojs39cw,20459,197
✨I want my men submissive and breedable✨,XrainyXdaysX,1259448295,https://open.spotify.com/playlist/6t2BAshAsWbKkVA6dkpvKn,1036,87
Chill Lounge,MRNA Playlists,31qev4m77osgcarhkqv4b6bgba3a,https://open.spotify.com/playlist/4TXF8v9m5d6IO0TwCHQtSe,28478,90
Whiny submissive men,Cilla Vero,31enbzj7jlj5fqgi3kgq3xyvk7qm,https://open.spotify.com/playlist/5LUqVy7bPbS6TnB3OhsHLv,1889,32
Rock Hard (feat Bad Omens),Edge Media,313zvkroniwhawgdxp64fqozfk64,https://open.spotify.com/playlist/4HDEyxBDvRpXXvjBv6sM7U,34182,87
SUBMIT TO ROME.,TLaSala,zk1cjh2mzotmshh7kjrgxq994,https://open.spotify.com/playlist/14YKTRoguflyXUppOPIg9Z,9,69
Female Rap Girlies Going Hard 💸 Best Female Rap Songs / Female Rap 2025/Rap Girls Girl Rap   ,SUPERNOVA FM ✨🪐💫,31jdh6c4jk75df2ujq3nkrkytpr4,https://open.spotify.com/playlist/4u6rO1YqK1cHCpET5B7mmt,32655,193
Songs for subs🔊,Simon Hodson,22odjc355ibd7u5o3ghrenoly,https://open.spotify.com/playlist/7nBWOsN0LWzNMxJeScmk5T,19227,481
bratty submissive vibe,DrewGalaxy ,kgnhkbij8qgf9mree3x5u5e12,https://open.spotify.com/playlist/1gDZQs3JBrDmefh0lYIWz9,2007,50
dark ambient,darkambient.com,7uhz7aepywb9idtg6squgnksr,https://open.spotify.com/playlist/6hyIAxKVYm38T50KUZkNeW,224767,239
🔗 Submissive energy 🔗,Adriana,edy8n866vealz2uv6b6ebfqq2,https://open.spotify.com/playlist/7HuqUelTr7q2qFpXjeAG3R,2449,175
probably crying over a boy,Kayla Aubut,kiwi_kitty55,https://open.spotify.com/playlist/5HXzNq1E4FK5ohafzUDcWW,35602,253
Your Time Capsule,the23banzaj,the23banzaj,https://open.spotify.com/playlist/2r2ObBXpzKhamBR3i2iaVt,1390,211
breakcore/dreamcore,dolly,daltoncbabbs,https://open.spotify.com/playlist/4J9mD4c0io1GpCbdvcyGuP,40775,181
SUBS BUMPIN'🔥🔥,jonah.,7ngwuxk57wbu84qvz6pe8ay4e,https://open.spotify.com/playlist/6hfgRzTZwww8bmuAW013BS,961,95
dominant/submissive,Shelby Bosch,omljn7zmnhg87zv3umajx3enb,https://open.spotify.com/playlist/3qM6dVVHwN55avZVmcuk4D,3151,110
Chill Rap & Hip Hop Vibe🍃,Nils Music Lab,9g5f61lbxlm500act41t3h35m,https://open.spotify.com/playlist/6mv2k2DBxZ516Cqcw1IZQE,6426,168
Songs of the Vikings,SPØKELSE ÆSÌR,db29ih9v8cernu6ioqysg6en1,https://open.spotify.com/playlist/56T5WQJr4eOOalU2ZiMRjw,81977,88
Looking out for you vibes,matalina,dvcd3aew9aeq3odidt41d5kst,https://open.spotify.com/playlist/2LNFWZ6wFxWGvlnFRvVd9m,21281,48
Primer Baile de Novios,Dj Danny Rodríguez,12153833097,https://open.spotify.com/playlist/3wi6cHhsvGMqsSTGrd0Eev,722,92
pov: successful business woman,anna,annamarierowe12,https://open.spotify.com/playlist/3a2q2X80vpmDuB2bm1e7SP,5066,75
GYM HOUSE FULL HYPE🔥🔥🔥,Kas,ujt2i5yerhqabghaeon7vq8py,https://open.spotify.com/playlist/1lKmLJ3cHkcmXIyV8VNAnJ,42052,193
n3ndu,nob,noahjedi02,https://open.spotify.com/playlist/5EwZyImg7El1diKS5BUMNy,44,17
ROCK/GYM PUMP 🆙 ,brandtsullivan,brandtsullivan,https://open.spotify.com/playlist/23hD5D7bvXtkJGz2ni7s9e,31541,151
HYPE DMCA Free Music 🔥,Lasshatry,22klcnqsy5pknzvawannxfxdy,https://open.spotify.com/playlist/3Bdhhu9e1xQK4BfUOV3z7E,578,380
No skips on aux 🙅‍♂️,drew👾,12139790059,https://open.spotify.com/playlist/4LL2l7FInNhDXqDPH7GjBI,58416,110
